Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	File	HV
GWHPACEU031105	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
GWHPACEM030939	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
GWHPACDZ030203	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
W05_GLYSO_08G020358_1_P	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
GWHPACEX028723	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
GWHPACEF028953	Int9721_57	Int9721_57_85_L_28	Int9721_57_85_L_28	NA	Int9721_57_85_L_28	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_L_28.afa	0
GWHPACDY019213	Int9721_57	Int9721_57_85_R_29	Int9721_57_85_R_29	NA	Int9721_57_85_R_29	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_R_29.afa	0
GWHPACDZ018372	Int9721_57	Int9721_57_85_R_29	Int9721_57_85_R_29	NA	Int9721_57_85_R_29	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_R_29.afa	0
GWHPACEM019061	Int9721_57	Int9721_57_85_R_29	Int9721_57_85_R_29	NA	Int9721_57_85_R_29	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int9721_57_85_R_29.afa	0
GWHPACEQ053883	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEP054298	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEP054298	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEB052806	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEB052806	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEK051691	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEK051691	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEV052553	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEV052553	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEC054344	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEC054344	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACED055301	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACED055301	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACES057964	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEF054818	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEF054818	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEU058233	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEU058233	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACET058584	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACET058584	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
W05_GLYSO_14G038028_1_P	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEA058175	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEW057608	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEG057429	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEG057429	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEL054795	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEL054795	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEI059996	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEX053985	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEX053985	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACDY059618	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACDZ056847	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACDZ056847	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEO058498	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEE057807	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEE	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GLYMA_ZH13_14G072900_1_P	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEM057858	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GLYMA_14G079600_1	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACER053200	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACER053200	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEJ059773	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEH057951	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEN057147	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	Int9778_403_509_R_83_122_L_41	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_2/Int9778_403_509_R_83_122_L_41.afa	0
GWHPACEG070636	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEG070636	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GLYMA_17G245500_1	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACER065649	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACER065649	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEA071562	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEJ073346	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEP067143	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEP067143	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACDY073298	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
W05_GLYSO_17G046920_1_P	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEL067710	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEL067710	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEN070501	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEH071362	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEF067676	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEF067676	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEO072110	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEE071155	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEE	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEB065061	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEB065061	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GLYMA_ZH13_17G234200_1_P	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACDZ069897	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACDZ069897	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEK063871	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEK063871	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEV064932	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEV064932	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEU071777	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEU071777	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEM071109	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEC066838	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEC066838	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEI073727	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACED068066	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACED068066	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_L_14	Int9778_403_509_R_83_122_R_42_49_L_14	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_L_14.afa	0
GWHPACEX066803	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
GWHPACEX066803	Int9778_403	Int9778_403_509_R_83	Int9778_403_509_R_83_122_R_42	Int9778_403_509_R_83_122_R_42_49_R_27	Int9778_403_509_R_83_122_R_42_49_R_27	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_3/Int9778_403_509_R_83_122_R_42_49_R_27.afa	0
