Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	File	HV
ZM00032AB435490_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	m37w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00021AB424950_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	cml103	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00035AB432960_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	ms71	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00025AB433650_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	cml322	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00022AB423200_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	cml228	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00040AB443810_P001	Int5172_21	Int5172_21	NA	NA	Int5172_21	p39	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5172_21.afa	0
ZM00027AB115680_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	hp301	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00001EB115030_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	b73	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00034AB121890_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	mo18w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00030AB114940_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	ki11	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00025AB118330_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml322	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00038AB117490_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	oh7b	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00032AB118050_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	m37w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00023AB117780_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml247	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00028AB117270_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	il14h	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00021AB115330_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml103	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00036AB117980_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	nc350	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00024AB116580_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml277	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00031AB119080_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	ky21	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00033AB120980_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	m162w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00039AB115850_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	oh43	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00040AB122500_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	p39	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00035AB118190_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	ms71	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00018AB118150_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	b97	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00029AB118260_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	ki3	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00022AB116160_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml228	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00020AB115600_P001	Int5193_21	Int5193_21	NA	NA	Int5193_21	cml69	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5193_21.afa	0
ZM00019AB405910_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml52	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00021AB427490_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml103	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00022AB425760_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml228	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00036AB431990_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	nc350	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00031AB436900_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	ky21	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00026AB422320_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml333	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00039AB428730_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	oh43	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00024AB429220_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml277	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00041AB437480_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	tx303	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00035AB435880_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	ms71	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00032AB438430_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	m37w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00034AB446280_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	mo18w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00037AB423940_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	nc358	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00001EB419320_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	b73	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00038AB429790_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	oh7b	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00018AB440110_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	b97	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00029AB438350_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	ki3	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00020AB426170_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml69	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00025AB436200_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml322	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00023AB431720_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	cml247	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00042AB439920_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	tzi8	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00027AB425960_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	hp301	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00040AB446570_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	p39	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00033AB444080_P001	Int5214_24	Int5214_24	NA	NA	Int5214_24	m162w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5214_24.afa	0
ZM00024AB429210_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00035AB435870_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00020AB426160_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	cml69	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00032AB438420_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00039AB428720_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00018AB440100_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00019AB405900_P001	Int5237_22	Int5237_22_29_L_7	Int5237_22_29_L_7	NA	Int5237_22_29_L_7	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_L_7.afa	0
ZM00033AB300460_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00031AB294160_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00028AB290860_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00034AB303210_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00035AB294100_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00019AB271250_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00027AB288370_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00030AB283840_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00022AB287820_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00042AB296180_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00029AB296780_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	ki3	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00019AB424570_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00024AB288460_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00023AB291880_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00038AB289690_P001	Int5237_22	Int5237_22_29_R_15	Int5237_22_29_R_15	NA	Int5237_22_29_R_15	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5237_22_29_R_15.afa	0
ZM00023AB154650_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml247	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00024AB153160_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml277	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00035AB155400_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	ms71	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00022AB152170_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml228	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00029AB155860_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	ki3	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00038AB153290_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	oh7b	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00028AB154060_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	il14h	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00034AB160450_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	mo18w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00040AB160820_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	p39	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00039AB152280_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	oh43	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00021AB152120_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml103	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00030AB150520_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	ki11	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00020AB152100_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml69	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00033AB159350_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	m162w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00019AB142150_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml52	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00025AB156180_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml322	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00031AB150460_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	ky21	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00041AB151310_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	tx303	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00041AB156750_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	tx303	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00019AB137540_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml52	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00037AB151480_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	nc358	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00042AB155490_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	tzi8	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00031AB155990_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	ky21	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00036AB154610_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	nc350	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00027AB152630_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	hp301	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00032AB154620_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	m37w	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00026AB151540_P001	Int5258_27	Int5258_27	NA	NA	Int5258_27	cml333	1	RAxML_tree_pbNB-ARC/Initial_Clades/Int5258_27.afa	0
ZM00027AB266350_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00038AB266980_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00031AB272700_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	ky21	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00032AB271060_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00030AB263600_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	ki11	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00036AB268520_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	nc350	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00029AB273200_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	ki3	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00022AB266030_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml228	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00024AB266330_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml277	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00025AB272510_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00033AB277580_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00034AB278420_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00019AB251440_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00026AB264630_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00035AB272020_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00042AB272790_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00001EB261660_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	b73	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00039AB267390_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00040AB279550_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	p39	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00041AB272970_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00028AB269280_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00037AB264970_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	nc358	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00018AB273270_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00021AB265840_P001	Int5286_45	Int5286_45_69_L_24	Int5286_45_69_L_24	NA	Int5286_45_69_L_24	cml103	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_L_24.afa	0
ZM00028AB269230_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	il14h	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00038AB266880_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	oh7b	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00018AB273190_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	b97	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00040AB279490_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	p39	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00039AB267240_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	oh43	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00035AB271960_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	ms71	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00033AB277480_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	m162w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00027AB266300_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	hp301	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00034AB278310_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	mo18w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00032AB271070_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00032AB271030_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	m37w	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00020AB265320_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	cml69	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00041AB272930_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	tx303	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00023AB269360_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	cml247	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00026AB264610_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	cml333	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00025AB272500_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	cml322	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00037AB264940_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	nc358	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00042AB272760_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	tzi8	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
ZM00019AB251410_P001	Int5286_45	Int5286_45_69_R_21	Int5286_45_69_R_21	NA	Int5286_45_69_R_21	cml52	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int5286_45_69_R_21.afa	0
